GB 21370-2017,炭素单位产品能源消耗限额,国家质量监督检验检疫.,2018-11-01,现行
GB 21454-2008,多联式空调（热泵）机组能效限定值及能源效率等级,国家质量监督检验检疫.,2008-09-01,作废
GB 21454-2021,多联式空调（热泵）机组能效限定值及能效等级,国家市场监督管理总局.,2022-11-01,现行
GB 21455-2008,转速可控型房间空气调节器能效限定值及能源效率等级,国家质量监督检验检疫.,2008-09-01,作废
GB 21455-2013,转速可控型房间空气调节器能效限定值及能效等级,国家质量监督检验检疫.,2013-10-01,作废
GB 21455-2019,房间空气调节器能效限定值及能效等级,国家市场监督管理总局.,2020-07-01,现行
GB 21455-2019E,房间空气调节器能效限定值及能效等级(英文版),State Admi.,2020-07-01,现行
GB 21456-2008,家用电磁灶能效限定值及能源效率等级,国家质量监督检验检疫.,2008-09-01,作废
GB 21456-2014,家用电磁灶能效限定值及能效等级,国家质量监督检验检疫.,2015-01-01,现行
GB 21518-2008,交流接触器能效限定值及能效等级,国家质量监督检验检疫.,2008-11-01,现行
GB 21518-2008/XG1-2008,交流接触器能效限定值及能效等级,中国国家标准化管理委.,2008-12-01,现行
GB 21518-2022,交流接触器能效限定值及能效等级,国家市场监督管理总局.,2024-01-01,即将实施
GB 21519-2008,储水式电热水器能效限定值及能效等级,国家质量监督检验检疫.,2008-11-01,现行
GB 21520-2008,计算机显示器能效限定值及能效等级,国家质量监督检验检疫.,2008-11-01,作废
GB 21520-2015,计算机显示器能效限定值及能效等级,国家质量监督检验检疫.,2016-10-01,现行
GB 21521-2008,复印机能效限定值及能效等级,国家质量监督检验检疫.,2008-11-01,作废
GB 21521-2014,复印机、打印机和传真机能效限定值及能效等级,国家质量监督检验检疫.,2015-01-01,现行
GB 21521-2014E,复印机、打印机和传真机能效限定值及能效等级（英文版）,国家质量监督检验检疫.,2015-01-01,现行
GB/T 22336-2008,企业节能标准体系编制通则,国家质量监督检验检疫.,2008-11-01,现行
GB/T 23331-2009,能源管理体系 要求,国家质量监督检验检疫.,2009-11-01,作废
GB/T 23331-2012,能源管理体系　要求,国家质量监督检验检疫.,2013-10-01,作废
GB/T 23331-2020,能源管理体系 要求及使用指南,国家市场监督管理总局.,2021-06-01,现行
GB/T 24489-2009 ,用能产品能效指标编制通则 ,国家质量监督检验检疫.,2010-05-01,现行
GB 24500-2020,工业锅炉能效限定值及能效等级,国家市场监督管理总局.,2021-06-01,现行
GB/T 24560-2009 ,电解、电镀设备节能监测 ,国家质量监督检验检疫.,2010-05-01,现行
GB/T 24561-2009 ,干燥窑与烘烤炉节能监测 ,国家质量监督检验检疫.,2010-05-01,现行
GB/T 24562-2009 ,燃料热处理炉节能监测 ,国家质量监督检验检疫.,2010-05-01,现行
GB/T 24563-2009 ,煤气发生炉节能监测 ,国家质量监督检验检疫.,2010-05-01,现行
GB/T 24564-2009 ,高炉热风炉节能监测 ,国家质量监督检验检疫.,2010-05-01,现行
GB/T 24565-2009 ,隧道窑节能监测 ,国家质量监督检验检疫.,2010-05-01,现行
GB/T 24566-2009,整流设备节能监测,国家质量监督检验检疫.,2010-05-01,现行
GB 24790-2009,电力变压器能效限定值及能效等级,国家质量监督检验检疫.,2010-07-01,作废
GB 24848-2010,石油工业用加热炉能效限定值及能效等级,国家质量监督检验检疫.,2010-12-01,现行
GB 24849-2010,家用和类似用途微波炉能效限定值及能效等级,国家质量监督检验检疫.,2010-12-01,作废
GB 24849-2017,家用和类似用途微波炉能效限定值及能效等级,国家质量监督检验检疫.,2018-06-01,现行
GB 24850-2010,平板电视能效限定值及能效等级,国家质量监督检验检疫.,2010-12-01,作废
GB 24850-2013,平板电视能效限定值及能效等级,国家质量监督检验检疫.,2013-10-01,作废
GB 24850-2020,平板电视与机顶盒能效限定值及能效等级,国家市场监督管理总局.,2021-08-01,现行
GB/T 24851-2010,建筑材料行业能源计量器具配备和管理要求,国家质量监督检验检疫.,2010-12-01,现行
GB/T 24915-2010,合同能源管理技术通则,国家质量监督检验检疫.,2011-01-01,作废
GB/T 24915-2020,合同能源管理技术通则,国家市场监督管理总局.,2020-10-01,现行
GB 25323-2010,再生铅单位产品能源消耗限额,国家质量监督检验检疫.,2012-03-01,现行
GB 25324-2010,铝电解用石墨质阴极炭块单位产品能源消耗限额,国家质量监督检验检疫.,2012-03-01,作废
GB 25324-2014,铝电解用石墨质阴极炭块单位产品能源消耗限额,国家质量监督检验检疫.,2015-10-01,现行
GB 25325-2010,铝电解用预焙阳极单位产品能源消耗限额,国家质量监督检验检疫.,2012-03-01,作废
GB 25325-2014,铝电解用预焙阳极单位产品能源消耗限额,国家质量监督检验检疫.,2015-10-01,现行
GB 25326-2010,铝及铝合金轧、拉制管、棒材单位产品能源消耗限额,国家质量监督检验检疫.,2012-03-01,现行
GB 25327-2010,氧化铝企业单位产品能源消耗限额,国家质量监督检验检疫.,2012-03-01,作废
GB 25327-2017,氧化铝单位产品能源消耗限额,国家质量监督检验检疫.,2018-06-01,现行
GB/T 25328-2010,玻璃窑炉节能监测,国家质量监督检验检疫.,2011-02-01,现行
GB/T 25329-2010,企业节能规划编制通则,国家质量监督检验检疫.,2011-02-01,现行
GB/T 2587-2009,用能设备能量平衡通则,国家质量监督检验检疫.,2009-12-01,现行
GB/T 2589-2008,综合能耗计算通则,国家质量监督检验检疫.,2008-06-01,作废
GB/T 2589-2020,综合能耗计算通则,国家市场监督管理总局.,2021-04-01,现行
GB 25956-2010,打印机、传真机能效限定值及能效等级,国家质量监督检验检疫.,2011-07-01,作废
